geography_type,geography_name,year,animal,count
New Zealand,New Zealand,1990,Dairy cattle,3440815
New Zealand,New Zealand,1991,Dairy cattle,3429427
New Zealand,New Zealand,1992,Dairy cattle,3467824
New Zealand,New Zealand,1993,Dairy cattle,3550140
New Zealand,New Zealand,1994,Dairy cattle,3839184
New Zealand,New Zealand,1995,Dairy cattle,4089817
New Zealand,New Zealand,1996,Dairy cattle,4165098
New Zealand,New Zealand,1997,Dairy cattle,NA
New Zealand,New Zealand,1998,Dairy cattle,NA
New Zealand,New Zealand,1999,Dairy cattle,4316409
New Zealand,New Zealand,2000,Dairy cattle,NA
New Zealand,New Zealand,2001,Dairy cattle,NA
New Zealand,New Zealand,2002,Dairy cattle,5161589
New Zealand,New Zealand,2003,Dairy cattle,5101603
New Zealand,New Zealand,2004,Dairy cattle,5152492
New Zealand,New Zealand,2005,Dairy cattle,5087176
New Zealand,New Zealand,2006,Dairy cattle,5169557
New Zealand,New Zealand,2007,Dairy cattle,5260850
New Zealand,New Zealand,2008,Dairy cattle,5578440
New Zealand,New Zealand,2009,Dairy cattle,5860776
New Zealand,New Zealand,2010,Dairy cattle,5915452
New Zealand,New Zealand,2011,Dairy cattle,6174503
New Zealand,New Zealand,2012,Dairy cattle,6445681
New Zealand,New Zealand,2013,Dairy cattle,6483600
New Zealand,New Zealand,2014,Dairy cattle,6698326
New Zealand,New Zealand,2015,Dairy cattle,6485535
New Zealand,New Zealand,2016,Dairy cattle,6618800
New Zealand,New Zealand,2017,Dairy cattle,6529811
New Zealand,New Zealand,2018,Dairy cattle,6385541
New Zealand,New Zealand,2019,Dairy cattle,6260895
Region,Auckland,1990,Dairy cattle,229711
Region,Auckland,1991,Dairy cattle,226738
Region,Auckland,1992,Dairy cattle,226749
Region,Auckland,1993,Dairy cattle,168163
Region,Auckland,1994,Dairy cattle,168754
Region,Auckland,1995,Dairy cattle,175952
Region,Auckland,1996,Dairy cattle,162334
Region,Auckland,1997,Dairy cattle,NA
Region,Auckland,1998,Dairy cattle,NA
Region,Auckland,1999,Dairy cattle,131967
Region,Auckland,2000,Dairy cattle,NA
Region,Auckland,2001,Dairy cattle,NA
Region,Auckland,2002,Dairy cattle,150089
Region,Auckland,2003,Dairy cattle,167559
Region,Auckland,2004,Dairy cattle,141618
Region,Auckland,2005,Dairy cattle,122015
Region,Auckland,2006,Dairy cattle,122234
Region,Auckland,2007,Dairy cattle,113344
Region,Auckland,2008,Dairy cattle,115883
Region,Auckland,2009,Dairy cattle,94391
Region,Auckland,2010,Dairy cattle,98416
Region,Auckland,2011,Dairy cattle,129768
Region,Auckland,2012,Dairy cattle,117281
Region,Auckland,2013,Dairy cattle,110288
Region,Auckland,2014,Dairy cattle,100086
Region,Auckland,2015,Dairy cattle,124668
Region,Auckland,2016,Dairy cattle,NA
Region,Auckland,2017,Dairy cattle,132323
Region,Auckland,2018,Dairy cattle,116199
Region,Auckland,2019,Dairy cattle,123504
Region,Bay of Plenty,1990,Dairy cattle,337610
Region,Bay of Plenty,1991,Dairy cattle,337854
Region,Bay of Plenty,1992,Dairy cattle,338577
Region,Bay of Plenty,1993,Dairy cattle,267983
Region,Bay of Plenty,1994,Dairy cattle,285752
Region,Bay of Plenty,1995,Dairy cattle,306655
Region,Bay of Plenty,1996,Dairy cattle,318634
Region,Bay of Plenty,1997,Dairy cattle,NA
Region,Bay of Plenty,1998,Dairy cattle,NA
Region,Bay of Plenty,1999,Dairy cattle,346255
Region,Bay of Plenty,2000,Dairy cattle,NA
Region,Bay of Plenty,2001,Dairy cattle,NA
Region,Bay of Plenty,2002,Dairy cattle,331410
Region,Bay of Plenty,2003,Dairy cattle,326885
Region,Bay of Plenty,2004,Dairy cattle,320923
Region,Bay of Plenty,2005,Dairy cattle,329776
Region,Bay of Plenty,2006,Dairy cattle,300509
Region,Bay of Plenty,2007,Dairy cattle,299013
Region,Bay of Plenty,2008,Dairy cattle,315183
Region,Bay of Plenty,2009,Dairy cattle,299696
Region,Bay of Plenty,2010,Dairy cattle,306884
Region,Bay of Plenty,2011,Dairy cattle,331536
Region,Bay of Plenty,2012,Dairy cattle,312326
Region,Bay of Plenty,2013,Dairy cattle,314679
Region,Bay of Plenty,2014,Dairy cattle,333375
Region,Bay of Plenty,2015,Dairy cattle,357039
Region,Bay of Plenty,2016,Dairy cattle,339170
Region,Bay of Plenty,2017,Dairy cattle,325175
Region,Bay of Plenty,2018,Dairy cattle,306711
Region,Bay of Plenty,2019,Dairy cattle,317633
Region,Canterbury,1990,Dairy cattle,112999
Region,Canterbury,1991,Dairy cattle,120387
Region,Canterbury,1992,Dairy cattle,127386
Region,Canterbury,1993,Dairy cattle,169249
Region,Canterbury,1994,Dairy cattle,212492
Region,Canterbury,1995,Dairy cattle,239138
Region,Canterbury,1996,Dairy cattle,246230
Region,Canterbury,1997,Dairy cattle,NA
Region,Canterbury,1998,Dairy cattle,NA
Region,Canterbury,1999,Dairy cattle,275305
Region,Canterbury,2000,Dairy cattle,NA
Region,Canterbury,2001,Dairy cattle,NA
Region,Canterbury,2002,Dairy cattle,542610
Region,Canterbury,2003,Dairy cattle,556339
Region,Canterbury,2004,Dairy cattle,599643
Region,Canterbury,2005,Dairy cattle,604756
Region,Canterbury,2006,Dairy cattle,655676
Region,Canterbury,2007,Dairy cattle,754937
Region,Canterbury,2008,Dairy cattle,831666
Region,Canterbury,2009,Dairy cattle,918480
Region,Canterbury,2010,Dairy cattle,938453
Region,Canterbury,2011,Dairy cattle,1006742
Region,Canterbury,2012,Dairy cattle,1200293
Region,Canterbury,2013,Dairy cattle,1304618
Region,Canterbury,2014,Dairy cattle,1333220
Region,Canterbury,2015,Dairy cattle,1253993
Region,Canterbury,2016,Dairy cattle,1271057
Region,Canterbury,2017,Dairy cattle,1308058
Region,Canterbury,2018,Dairy cattle,1326513
Region,Canterbury,2019,Dairy cattle,1212575
Region,Chatham Islands,1990,Dairy cattle,NA
Region,Chatham Islands,1991,Dairy cattle,NA
Region,Chatham Islands,1992,Dairy cattle,NA
Region,Chatham Islands,1993,Dairy cattle,19
Region,Chatham Islands,1994,Dairy cattle,68
Region,Chatham Islands,1995,Dairy cattle,NA
Region,Chatham Islands,1996,Dairy cattle,NA
Region,Chatham Islands,1997,Dairy cattle,NA
Region,Chatham Islands,1998,Dairy cattle,NA
Region,Chatham Islands,1999,Dairy cattle,NA
Region,Chatham Islands,2000,Dairy cattle,NA
Region,Chatham Islands,2001,Dairy cattle,NA
Region,Chatham Islands,2002,Dairy cattle,NA
Region,Chatham Islands,2003,Dairy cattle,NA
Region,Chatham Islands,2004,Dairy cattle,NA
Region,Chatham Islands,2005,Dairy cattle,NA
Region,Chatham Islands,2006,Dairy cattle,NA
Region,Chatham Islands,2007,Dairy cattle,NA
Region,Chatham Islands,2008,Dairy cattle,NA
Region,Chatham Islands,2009,Dairy cattle,NA
Region,Chatham Islands,2010,Dairy cattle,NA
Region,Chatham Islands,2011,Dairy cattle,NA
Region,Chatham Islands,2012,Dairy cattle,NA
Region,Chatham Islands,2013,Dairy cattle,NA
Region,Chatham Islands,2014,Dairy cattle,NA
Region,Chatham Islands,2015,Dairy cattle,NA
Region,Chatham Islands,2016,Dairy cattle,NA
Region,Chatham Islands,2017,Dairy cattle,52
Region,Chatham Islands,2018,Dairy cattle,NA
Region,Chatham Islands,2019,Dairy cattle,NA
Region,Gisborne,1990,Dairy cattle,3719
Region,Gisborne,1991,Dairy cattle,3895
Region,Gisborne,1992,Dairy cattle,3290
Region,Gisborne,1993,Dairy cattle,4203
Region,Gisborne,1994,Dairy cattle,6226
Region,Gisborne,1995,Dairy cattle,7022
Region,Gisborne,1996,Dairy cattle,9151
Region,Gisborne,1997,Dairy cattle,NA
Region,Gisborne,1998,Dairy cattle,NA
Region,Gisborne,1999,Dairy cattle,5765
Region,Gisborne,2000,Dairy cattle,NA
Region,Gisborne,2001,Dairy cattle,NA
Region,Gisborne,2002,Dairy cattle,12533
Region,Gisborne,2003,Dairy cattle,6969
Region,Gisborne,2004,Dairy cattle,NA
Region,Gisborne,2005,Dairy cattle,NA
Region,Gisborne,2006,Dairy cattle,NA
Region,Gisborne,2007,Dairy cattle,7891
Region,Gisborne,2008,Dairy cattle,16432
Region,Gisborne,2009,Dairy cattle,NA
Region,Gisborne,2010,Dairy cattle,10535
Region,Gisborne,2011,Dairy cattle,17806
Region,Gisborne,2012,Dairy cattle,17095
Region,Gisborne,2013,Dairy cattle,19332
Region,Gisborne,2014,Dairy cattle,15153
Region,Gisborne,2015,Dairy cattle,10341
Region,Gisborne,2016,Dairy cattle,NA
Region,Gisborne,2017,Dairy cattle,9407
Region,Gisborne,2018,Dairy cattle,NA
Region,Gisborne,2019,Dairy cattle,NA
Region,Hawke's Bay,1990,Dairy cattle,13532
Region,Hawke's Bay,1991,Dairy cattle,14172
Region,Hawke's Bay,1992,Dairy cattle,17114
Region,Hawke's Bay,1993,Dairy cattle,18845
Region,Hawke's Bay,1994,Dairy cattle,31707
Region,Hawke's Bay,1995,Dairy cattle,30955
Region,Hawke's Bay,1996,Dairy cattle,35898
Region,Hawke's Bay,1997,Dairy cattle,NA
Region,Hawke's Bay,1998,Dairy cattle,NA
Region,Hawke's Bay,1999,Dairy cattle,44852
Region,Hawke's Bay,2000,Dairy cattle,NA
Region,Hawke's Bay,2001,Dairy cattle,NA
Region,Hawke's Bay,2002,Dairy cattle,88982
Region,Hawke's Bay,2003,Dairy cattle,92852
Region,Hawke's Bay,2004,Dairy cattle,91786
Region,Hawke's Bay,2005,Dairy cattle,82772
Region,Hawke's Bay,2006,Dairy cattle,79419
Region,Hawke's Bay,2007,Dairy cattle,80200
Region,Hawke's Bay,2008,Dairy cattle,99931
Region,Hawke's Bay,2009,Dairy cattle,93871
Region,Hawke's Bay,2010,Dairy cattle,113465
Region,Hawke's Bay,2011,Dairy cattle,90655
Region,Hawke's Bay,2012,Dairy cattle,93047
Region,Hawke's Bay,2013,Dairy cattle,95098
Region,Hawke's Bay,2014,Dairy cattle,98100
Region,Hawke's Bay,2015,Dairy cattle,81738
Region,Hawke's Bay,2016,Dairy cattle,90854
Region,Hawke's Bay,2017,Dairy cattle,87675
Region,Hawke's Bay,2018,Dairy cattle,87267
Region,Hawke's Bay,2019,Dairy cattle,78002
Region,Manawatu-Whanganui,1990,Dairy cattle,255205
Region,Manawatu-Whanganui,1991,Dairy cattle,255837
Region,Manawatu-Whanganui,1992,Dairy cattle,261324
Region,Manawatu-Whanganui,1993,Dairy cattle,274541
Region,Manawatu-Whanganui,1994,Dairy cattle,308022
Region,Manawatu-Whanganui,1995,Dairy cattle,324097
Region,Manawatu-Whanganui,1996,Dairy cattle,324459
Region,Manawatu-Whanganui,1997,Dairy cattle,NA
Region,Manawatu-Whanganui,1998,Dairy cattle,NA
Region,Manawatu-Whanganui,1999,Dairy cattle,329325
Region,Manawatu-Whanganui,2000,Dairy cattle,NA
Region,Manawatu-Whanganui,2001,Dairy cattle,NA
Region,Manawatu-Whanganui,2002,Dairy cattle,416802
Region,Manawatu-Whanganui,2003,Dairy cattle,408986
Region,Manawatu-Whanganui,2004,Dairy cattle,381464
Region,Manawatu-Whanganui,2005,Dairy cattle,410765
Region,Manawatu-Whanganui,2006,Dairy cattle,390125
Region,Manawatu-Whanganui,2007,Dairy cattle,393453
Region,Manawatu-Whanganui,2008,Dairy cattle,425484
Region,Manawatu-Whanganui,2009,Dairy cattle,424880
Region,Manawatu-Whanganui,2010,Dairy cattle,478514
Region,Manawatu-Whanganui,2011,Dairy cattle,472992
Region,Manawatu-Whanganui,2012,Dairy cattle,475466
Region,Manawatu-Whanganui,2013,Dairy cattle,448030
Region,Manawatu-Whanganui,2014,Dairy cattle,481249
Region,Manawatu-Whanganui,2015,Dairy cattle,451421
Region,Manawatu-Whanganui,2016,Dairy cattle,NA
Region,Manawatu-Whanganui,2017,Dairy cattle,463057
Region,Manawatu-Whanganui,2018,Dairy cattle,486470
Region,Manawatu-Whanganui,2019,Dairy cattle,467626
Region,Marlborough,1990,Dairy cattle,NA
Region,Marlborough,1991,Dairy cattle,NA
Region,Marlborough,1992,Dairy cattle,NA
Region,Marlborough,1993,Dairy cattle,18123
Region,Marlborough,1994,Dairy cattle,22648
Region,Marlborough,1995,Dairy cattle,24035
Region,Marlborough,1996,Dairy cattle,24935
Region,Marlborough,1997,Dairy cattle,NA
Region,Marlborough,1998,Dairy cattle,NA
Region,Marlborough,1999,Dairy cattle,33018
Region,Marlborough,2000,Dairy cattle,NA
Region,Marlborough,2001,Dairy cattle,NA
Region,Marlborough,2002,Dairy cattle,32526
Region,Marlborough,2003,Dairy cattle,28233
Region,Marlborough,2004,Dairy cattle,26831
Region,Marlborough,2005,Dairy cattle,30604
Region,Marlborough,2006,Dairy cattle,25783
Region,Marlborough,2007,Dairy cattle,23899
Region,Marlborough,2008,Dairy cattle,33544
Region,Marlborough,2009,Dairy cattle,NA
Region,Marlborough,2010,Dairy cattle,25980
Region,Marlborough,2011,Dairy cattle,30012
Region,Marlborough,2012,Dairy cattle,33218
Region,Marlborough,2013,Dairy cattle,27811
Region,Marlborough,2014,Dairy cattle,40945
Region,Marlborough,2015,Dairy cattle,27040
Region,Marlborough,2016,Dairy cattle,25148
Region,Marlborough,2017,Dairy cattle,25315
Region,Marlborough,2018,Dairy cattle,NA
Region,Marlborough,2019,Dairy cattle,18223
Region,Nelson,1990,Dairy cattle,NA
Region,Nelson,1991,Dairy cattle,NA
Region,Nelson,1992,Dairy cattle,NA
Region,Nelson,1993,Dairy cattle,1304
Region,Nelson,1994,Dairy cattle,1412
Region,Nelson,1995,Dairy cattle,NA
Region,Nelson,1996,Dairy cattle,NA
Region,Nelson,1997,Dairy cattle,NA
Region,Nelson,1998,Dairy cattle,NA
Region,Nelson,1999,Dairy cattle,NA
Region,Nelson,2000,Dairy cattle,NA
Region,Nelson,2001,Dairy cattle,NA
Region,Nelson,2002,Dairy cattle,NA
Region,Nelson,2003,Dairy cattle,NA
Region,Nelson,2004,Dairy cattle,NA
Region,Nelson,2005,Dairy cattle,NA
Region,Nelson,2006,Dairy cattle,NA
Region,Nelson,2007,Dairy cattle,1862
Region,Nelson,2008,Dairy cattle,NA
Region,Nelson,2009,Dairy cattle,NA
Region,Nelson,2010,Dairy cattle,NA
Region,Nelson,2011,Dairy cattle,NA
Region,Nelson,2012,Dairy cattle,NA
Region,Nelson,2013,Dairy cattle,1259
Region,Nelson,2014,Dairy cattle,NA
Region,Nelson,2015,Dairy cattle,8459
Region,Nelson,2016,Dairy cattle,2330
Region,Nelson,2017,Dairy cattle,2925
Region,Nelson,2018,Dairy cattle,NA
Region,Nelson,2019,Dairy cattle,NA
Region,Nelson-Marlborough,1990,Dairy cattle,70685
Region,Nelson-Marlborough,1991,Dairy cattle,72542
Region,Nelson-Marlborough,1992,Dairy cattle,74410
Region,Nelson-Marlborough,1993,Dairy cattle,NA
Region,Nelson-Marlborough,1994,Dairy cattle,NA
Region,Nelson-Marlborough,1995,Dairy cattle,NA
Region,Nelson-Marlborough,1996,Dairy cattle,NA
Region,Nelson-Marlborough,1997,Dairy cattle,NA
Region,Nelson-Marlborough,1998,Dairy cattle,NA
Region,Nelson-Marlborough,1999,Dairy cattle,NA
Region,Nelson-Marlborough,2000,Dairy cattle,NA
Region,Nelson-Marlborough,2001,Dairy cattle,NA
Region,Nelson-Marlborough,2002,Dairy cattle,NA
Region,Nelson-Marlborough,2003,Dairy cattle,NA
Region,Nelson-Marlborough,2004,Dairy cattle,NA
Region,Nelson-Marlborough,2005,Dairy cattle,NA
Region,Nelson-Marlborough,2006,Dairy cattle,NA
Region,Nelson-Marlborough,2007,Dairy cattle,NA
Region,Nelson-Marlborough,2008,Dairy cattle,NA
Region,Nelson-Marlborough,2009,Dairy cattle,NA
Region,Nelson-Marlborough,2010,Dairy cattle,NA
Region,Nelson-Marlborough,2011,Dairy cattle,NA
Region,Nelson-Marlborough,2012,Dairy cattle,NA
Region,Nelson-Marlborough,2013,Dairy cattle,NA
Region,Nelson-Marlborough,2014,Dairy cattle,NA
Region,Nelson-Marlborough,2015,Dairy cattle,NA
Region,Nelson-Marlborough,2016,Dairy cattle,NA
Region,Nelson-Marlborough,2017,Dairy cattle,NA
Region,Nelson-Marlborough,2018,Dairy cattle,NA
Region,Nelson-Marlborough,2019,Dairy cattle,NA
Region,Northland,1990,Dairy cattle,368983
Region,Northland,1991,Dairy cattle,362547
Region,Northland,1992,Dairy cattle,361063
Region,Northland,1993,Dairy cattle,355647
Region,Northland,1994,Dairy cattle,356561
Region,Northland,1995,Dairy cattle,394986
Region,Northland,1996,Dairy cattle,402230
Region,Northland,1997,Dairy cattle,NA
Region,Northland,1998,Dairy cattle,NA
Region,Northland,1999,Dairy cattle,386640
Region,Northland,2000,Dairy cattle,NA
Region,Northland,2001,Dairy cattle,NA
Region,Northland,2002,Dairy cattle,405387
Region,Northland,2003,Dairy cattle,374019
Region,Northland,2004,Dairy cattle,399064
Region,Northland,2005,Dairy cattle,343195
Region,Northland,2006,Dairy cattle,378152
Region,Northland,2007,Dairy cattle,367183
Region,Northland,2008,Dairy cattle,392193
Region,Northland,2009,Dairy cattle,392577
Region,Northland,2010,Dairy cattle,353314
Region,Northland,2011,Dairy cattle,384636
Region,Northland,2012,Dairy cattle,397764
Region,Northland,2013,Dairy cattle,383057
Region,Northland,2014,Dairy cattle,352834
Region,Northland,2015,Dairy cattle,380616
Region,Northland,2016,Dairy cattle,404415
Region,Northland,2017,Dairy cattle,379401
Region,Northland,2018,Dairy cattle,367281
Region,Northland,2019,Dairy cattle,334733
Region,Otago,1990,Dairy cattle,43775
Region,Otago,1991,Dairy cattle,46461
Region,Otago,1992,Dairy cattle,49996
Region,Otago,1993,Dairy cattle,55854
Region,Otago,1994,Dairy cattle,82173
Region,Otago,1995,Dairy cattle,87768
Region,Otago,1996,Dairy cattle,96695
Region,Otago,1997,Dairy cattle,NA
Region,Otago,1998,Dairy cattle,NA
Region,Otago,1999,Dairy cattle,124690
Region,Otago,2000,Dairy cattle,NA
Region,Otago,2001,Dairy cattle,NA
Region,Otago,2002,Dairy cattle,204802
Region,Otago,2003,Dairy cattle,181484
Region,Otago,2004,Dairy cattle,174253
Region,Otago,2005,Dairy cattle,161616
Region,Otago,2006,Dairy cattle,180734
Region,Otago,2007,Dairy cattle,218264
Region,Otago,2008,Dairy cattle,232905
Region,Otago,2009,Dairy cattle,257049
Region,Otago,2010,Dairy cattle,262417
Region,Otago,2011,Dairy cattle,307817
Region,Otago,2012,Dairy cattle,336278
Region,Otago,2013,Dairy cattle,367292
Region,Otago,2014,Dairy cattle,376743
Region,Otago,2015,Dairy cattle,384979
Region,Otago,2016,Dairy cattle,312087
Region,Otago,2017,Dairy cattle,333850
Region,Otago,2018,Dairy cattle,331151
Region,Otago,2019,Dairy cattle,352639
Region,Southland,1990,Dairy cattle,37772
Region,Southland,1991,Dairy cattle,43956
Region,Southland,1992,Dairy cattle,52762
Region,Southland,1993,Dairy cattle,70910
Region,Southland,1994,Dairy cattle,114378
Region,Southland,1995,Dairy cattle,125806
Region,Southland,1996,Dairy cattle,137552
Region,Southland,1997,Dairy cattle,NA
Region,Southland,1998,Dairy cattle,NA
Region,Southland,1999,Dairy cattle,232966
Region,Southland,2000,Dairy cattle,NA
Region,Southland,2001,Dairy cattle,NA
Region,Southland,2002,Dairy cattle,356220
Region,Southland,2003,Dairy cattle,347793
Region,Southland,2004,Dairy cattle,349021
Region,Southland,2005,Dairy cattle,348075
Region,Southland,2006,Dairy cattle,375911
Region,Southland,2007,Dairy cattle,432642
Region,Southland,2008,Dairy cattle,495971
Region,Southland,2009,Dairy cattle,589184
Region,Southland,2010,Dairy cattle,599198
Region,Southland,2011,Dairy cattle,614648
Region,Southland,2012,Dairy cattle,670581
Region,Southland,2013,Dairy cattle,615428
Region,Southland,2014,Dairy cattle,700039
Region,Southland,2015,Dairy cattle,731209
Region,Southland,2016,Dairy cattle,708895
Region,Southland,2017,Dairy cattle,681011
Region,Southland,2018,Dairy cattle,NA
Region,Southland,2019,Dairy cattle,636241
Region,Taranaki,1990,Dairy cattle,563115
Region,Taranaki,1991,Dairy cattle,561149
Region,Taranaki,1992,Dairy cattle,572227
Region,Taranaki,1993,Dairy cattle,562096
Region,Taranaki,1994,Dairy cattle,599083
Region,Taranaki,1995,Dairy cattle,618543
Region,Taranaki,1996,Dairy cattle,613697
Region,Taranaki,1997,Dairy cattle,NA
Region,Taranaki,1998,Dairy cattle,NA
Region,Taranaki,1999,Dairy cattle,608315
Region,Taranaki,2000,Dairy cattle,NA
Region,Taranaki,2001,Dairy cattle,NA
Region,Taranaki,2002,Dairy cattle,651700
Region,Taranaki,2003,Dairy cattle,623459
